id,No,Timecode In,Timecode Out,Timecode IN(milliseconds),Timecode Out(milliseconds),Subtitle
_K5qApskPdQ.en.v,413,00:07:39:11,00:07:40:23,"00:07:39,440","00:07:40,950",do these one-on-one fights we need people<00:07:39.680><c> here</c><00:07:39.840><c> but</c><00:07:39.919><c> we</c><00:07:40.080><c> have</c><00:07:40.160><c> an</c><00:07:40.319><c> afk</c><00:07:40.720><c> which</c><00:07:40.880><c> is</c>
_K5qApskPdQ.en.v,414,00:07:40:23,00:07:40:24,"00:07:40,950","00:07:40,960",people here but we have an afk which is
_K5qApskPdQ.en.v,415,00:07:40:24,00:07:41:06,"00:07:40,960","00:07:41,270",people here but we have an afk which is just
_K5qApskPdQ.en.v,416,00:07:41:06,00:07:41:07,"00:07:41,270","00:07:41,280",just
_K5qApskPdQ.en.v,417,00:07:41:07,00:07:44:11,"00:07:41,280","00:07:44,469",just awful<00:07:43.360><c> absolutely</c><00:07:43.840><c> awful</c>
_K5qApskPdQ.en.v,418,00:07:44:11,00:07:44:11,"00:07:44,469","00:07:44,479",awful absolutely awful
_K5qApskPdQ.en.v,419,00:07:44:11,00:07:50:17,"00:07:44,479","00:07:50,710",awful absolutely awful that<00:07:44.639><c> we</c><00:07:44.720><c> have</c><00:07:44.800><c> an</c><00:07:44.960><c> afk</c><00:07:47.440><c> uh</c>
_K5qApskPdQ.en.v,420,00:07:50:17,00:07:50:18,"00:07:50,710","00:07:50,720",
_K5qApskPdQ.en.v,421,00:07:50:18,00:07:52:11,"00:07:50,720","00:07:52,469",if<00:07:50.879><c> we</c><00:07:51.039><c> end</c><00:07:51.199><c> up</c><00:07:51.280><c> winning</c><00:07:51.520><c> this</c><00:07:51.680><c> with</c><00:07:51.919><c> this</c><00:07:52.080><c> afk</c>
_K5qApskPdQ.en.v,422,00:07:52:11,00:07:52:11,"00:07:52,469","00:07:52,479",if we end up winning this with this afk
_K5qApskPdQ.en.v,423,00:07:52:11,00:07:54:13,"00:07:52,479","00:07:54,550",if we end up winning this with this afk i<00:07:52.560><c> mean</c><00:07:52.720><c> it's</c><00:07:52.800><c> gonna</c><00:07:52.960><c> be</c><00:07:53.039><c> a</c><00:07:53.120><c> miracle</c>
_K5qApskPdQ.en.v,424,00:07:54:13,00:07:54:14,"00:07:54,550","00:07:54,560",i mean it's gonna be a miracle
_K5qApskPdQ.en.v,425,00:07:54:14,00:07:57:04,"00:07:54,560","00:07:57,189",i mean it's gonna be a miracle look<00:07:54.960><c> i'm</c><00:07:55.120><c> like</c><00:07:55.759><c> pantomiming</c><00:07:56.479><c> against</c><00:07:56.800><c> this</c>
_K5qApskPdQ.en.v,426,00:07:57:04,00:07:57:04,"00:07:57,189","00:07:57,199",look i'm like pantomiming against this
_K5qApskPdQ.en.v,427,00:07:57:04,00:07:58:13,"00:07:57,199","00:07:58,550",look i'm like pantomiming against this right<00:07:57.360><c> here</c>
_K5qApskPdQ.en.v,428,00:07:58:13,00:07:58:14,"00:07:58,550","00:07:58,560",right here
_K5qApskPdQ.en.v,429,00:07:58:14,00:07:59:22,"00:07:58,560","00:07:59,909",right here i<00:07:58.639><c> don't</c><00:07:58.800><c> know</c><00:07:58.879><c> what</c><00:07:58.960><c> to</c><00:07:59.039><c> do</c><00:07:59.280><c> everyone</c><00:07:59.599><c> else</c><00:07:59.759><c> is</c>
_K5qApskPdQ.en.v,430,00:07:59:22,00:07:59:22,"00:07:59,909","00:07:59,919",i don't know what to do everyone else is
_K5qApskPdQ.en.v,431,00:07:59:22,00:08:01:03,"00:07:59,919","00:08:01,140",i don't know what to do everyone else is at<00:08:00.080><c> top</c>
_K5qApskPdQ.en.v,432,00:08:01:03,00:08:01:03,"00:08:01,140","00:08:01,150",at top
_K5qApskPdQ.en.v,433,00:08:01:03,00:08:03:14,"00:08:01,150","00:08:03,589",at top [Music]
_K5qApskPdQ.en.v,434,00:08:03:14,00:08:03:14,"00:08:03,589","00:08:03,599",[Music]
_K5qApskPdQ.en.v,435,00:08:03:14,00:08:07:20,"00:08:03,599","00:08:07,830",[Music] oh<00:08:03.840><c> dude</c><00:08:04.160><c> dude</c><00:08:04.479><c> dude</c><00:08:04.879><c> dude</c>
_K5qApskPdQ.en.v,436,00:08:07:20,00:08:07:21,"00:08:07,830","00:08:07,840",
_K5qApskPdQ.en.v,437,00:08:07:21,00:08:15:18,"00:08:07,840","00:08:15,749",dang<00:08:08.080><c> it</c><00:08:08.160><c> dude</c><00:08:08.400><c> he</c><00:08:08.479><c> grabbed</c><00:08:10.840><c> me</c>
_K5qApskPdQ.en.v,438,00:08:15:18,00:08:15:18,"00:08:15,749","00:08:15,759",
_K5qApskPdQ.en.v,439,00:08:15:18,00:08:17:00,"00:08:15,759","00:08:17,029",dude<00:08:16.000><c> yeah</c><00:08:16.160><c> they're</c><00:08:16.319><c> trying</c><00:08:16.720><c> we're</c><00:08:16.879><c> really</c>
_K5qApskPdQ.en.v,440,00:08:17:00,00:08:17:00,"00:08:17,029","00:08:17,039",dude yeah they're trying we're really
_K5qApskPdQ.en.v,441,00:08:17:00,00:08:21:02,"00:08:17,039","00:08:21,110",dude yeah they're trying we're really struggling<00:08:17.520><c> i'm</c><00:08:17.680><c> struggling</c><00:08:18.000><c> down</c><00:08:18.160><c> here</c><00:08:18.400><c> dude</c>
_K5qApskPdQ.en.v,442,00:08:21:02,00:08:21:03,"00:08:21,110","00:08:21,120",
_K5qApskPdQ.en.v,443,00:08:21:03,00:08:24:19,"00:08:21,120","00:08:24,790",dude<00:08:21.440><c> no</c><00:08:21.680><c> i</c><00:08:21.759><c> grabbed</c><00:08:22.160><c> him</c><00:08:22.319><c> away</c>
_K5qApskPdQ.en.v,444,00:08:24:19,00:08:24:20,"00:08:24,790","00:08:24,800",
_K5qApskPdQ.en.v,445,00:08:24:20,00:08:28:07,"00:08:24,800","00:08:28,309",dang<00:08:25.039><c> no</c>
_K5qApskPdQ.en.v,446,00:08:28:07,00:08:28:07,"00:08:28,309","00:08:28,319",
_K5qApskPdQ.en.v,447,00:08:28:07,00:08:30:01,"00:08:28,319","00:08:30,070",i<00:08:28.400><c> don't</c><00:08:28.560><c> know</c><00:08:28.639><c> what</c><00:08:28.720><c> to</c><00:08:28.879><c> do</c><00:08:29.120><c> man</c><00:08:29.599><c> i'm</c><00:08:29.759><c> doing</c>
_K5qApskPdQ.en.v,448,00:08:30:01,00:08:30:02,"00:08:30,070","00:08:30,080",i don't know what to do man i'm doing
_K5qApskPdQ.en.v,449,00:08:30:02,00:08:31:24,"00:08:30,080","00:08:31,990",i don't know what to do man i'm doing everything<00:08:30.319><c> i</c><00:08:30.479><c> can</c>
_K5qApskPdQ.en.v,450,00:08:31:24,00:08:32:00,"00:08:31,990","00:08:32,000",everything i can
_K5qApskPdQ.en.v,451,00:08:32:00,00:08:38:13,"00:08:32,000","00:08:38,550",everything i can here<00:08:32.320><c> i</c><00:08:32.399><c> need</c><00:08:33.279><c> i</c><00:08:33.440><c> need</c><00:08:33.680><c> backup</c><00:08:34.000><c> dude</c>
_K5qApskPdQ.en.v,452,00:08:38:13,00:08:38:14,"00:08:38,550","00:08:38,560",
_K5qApskPdQ.en.v,453,00:08:38:14,00:08:42:17,"00:08:38,560","00:08:42,709",if<00:08:38.719><c> i</c><00:08:38.800><c> can</c><00:08:39.039><c> score</c><00:08:39.360><c> no</c><00:08:39.360><c> no</c><00:08:39.760><c> no</c><00:08:39.919><c> no</c><00:08:40.080><c> no</c><00:08:40.240><c> no</c>
_K5qApskPdQ.en.v,454,00:08:42:17,00:08:42:17,"00:08:42,709","00:08:42,719",
_K5qApskPdQ.en.v,455,00:08:42:17,00:08:47:08,"00:08:42,719","00:08:47,350",dang<00:08:42.880><c> it</c><00:08:43.039><c> he</c><00:08:43.120><c> picked</c><00:08:43.279><c> me</c><00:08:43.360><c> up</c><00:08:43.519><c> again</c>
_K5qApskPdQ.en.v,456,00:08:47:08,00:08:47:09,"00:08:47,350","00:08:47,360",
_K5qApskPdQ.en.v,457,00:08:47:09,00:08:49:20,"00:08:47,360","00:08:49,829",that<00:08:47.519><c> was</c><00:08:47.680><c> a</c><00:08:47.760><c> good</c><00:08:48.080><c> hit</c><00:08:48.880><c> dude</c><00:08:49.120><c> i</c><00:08:49.279><c> just</c><00:08:49.519><c> killed</c>
_K5qApskPdQ.en.v,458,00:08:49:20,00:08:49:20,"00:08:49,829","00:08:49,839",that was a good hit dude i just killed
_K5qApskPdQ.en.v,459,00:08:49:20,00:08:51:00,"00:08:49,839","00:08:51,030",that was a good hit dude i just killed him<00:08:49.920><c> with</c><00:08:50.080><c> mr</c><00:08:50.399><c> mime</c>
_K5qApskPdQ.en.v,460,00:08:51:00,00:08:51:01,"00:08:51,030","00:08:51,040",him with mr mime
_K5qApskPdQ.en.v,461,00:08:51:01,00:08:52:23,"00:08:51,040","00:08:52,949",him with mr mime okay<00:08:51.360><c> i</c><00:08:51.440><c> need</c><00:08:51.600><c> to</c><00:08:51.760><c> score</c><00:08:52.000><c> dude</c><00:08:52.240><c> if</c><00:08:52.399><c> i</c><00:08:52.480><c> can</c><00:08:52.640><c> score</c>
_K5qApskPdQ.en.v,462,00:08:52:23,00:08:52:23,"00:08:52,949","00:08:52,959",okay i need to score dude if i can score
_K5qApskPdQ.en.v,463,00:08:52:23,00:08:57:06,"00:08:52,959","00:08:57,269",okay i need to score dude if i can score that'll<00:08:53.200><c> be</c><00:08:53.360><c> amazing</c>
_K5qApskPdQ.en.v,464,00:08:57:06,00:08:57:06,"00:08:57,269","00:08:57,279",
_K5qApskPdQ.en.v,465,00:08:57:06,00:08:58:11,"00:08:57,279","00:08:58,470",just<00:08:57.440><c> make</c><00:08:57.600><c> it</c><00:08:57.680><c> just</c><00:08:57.839><c> make</c><00:08:58.000><c> it</c><00:08:58.080><c> just</c><00:08:58.240><c> make</c><00:08:58.399><c> it</c>
_K5qApskPdQ.en.v,466,00:08:58:11,00:08:58:12,"00:08:58,470","00:08:58,480",just make it just make it just make it
_K5qApskPdQ.en.v,467,00:08:58:12,00:09:00:17,"00:08:58,480","00:09:00,710",just make it just make it just make it just<00:08:58.640><c> make</c><00:08:58.880><c> it</c><00:08:59.839><c> scored</c>
_K5qApskPdQ.en.v,468,00:09:00:17,00:09:00:18,"00:09:00,710","00:09:00,720",just make it scored
_K5qApskPdQ.en.v,469,00:09:00:18,00:09:05:06,"00:09:00,720","00:09:05,269",just make it scored there<00:09:00.880><c> you</c><00:09:01.120><c> go</c>
_K5qApskPdQ.en.v,470,00:09:05:06,00:09:05:06,"00:09:05,269","00:09:05,279",
_K5qApskPdQ.en.v,471,00:09:05:06,00:09:10:05,"00:09:05,279","00:09:10,230",oh<00:09:06.839><c> man</c>
_K5qApskPdQ.en.v,472,00:09:10:05,00:09:10:06,"00:09:10,230","00:09:10,240",
_K5qApskPdQ.en.v,473,00:09:10:06,00:09:11:20,"00:09:10,240","00:09:11,829",okay<00:09:10.480><c> i</c><00:09:10.720><c> did</c><00:09:10.880><c> not</c><00:09:11.040><c> use</c><00:09:11.200><c> that</c><00:09:11.360><c> correctly</c><00:09:11.680><c> but</c>
_K5qApskPdQ.en.v,474,00:09:11:20,00:09:11:20,"00:09:11,829","00:09:11,839",okay i did not use that correctly but
_K5qApskPdQ.en.v,475,00:09:11:20,00:09:16:07,"00:09:11,839","00:09:16,310",okay i did not use that correctly but that's<00:09:12.000><c> okay</c>
_K5qApskPdQ.en.v,476,00:09:16:07,00:09:16:08,"00:09:16,310","00:09:16,320",
_K5qApskPdQ.en.v,477,00:09:16:08,00:09:20:19,"00:09:16,320","00:09:20,790",guard<00:09:16.560><c> swap</c><00:09:16.959><c> confusion</c>
_K5qApskPdQ.en.v,478,00:09:20:19,00:09:20:20,"00:09:20,790","00:09:20,800",
_K5qApskPdQ.en.v,479,00:09:20:20,00:09:23:16,"00:09:20,800","00:09:23,670",guard<00:09:21.120><c> swap</c><00:09:22.240><c> confusion</c><00:09:22.880><c> oh</c><00:09:23.120><c> man</c><00:09:23.360><c> he</c><00:09:23.519><c> grabbed</c>
_K5qApskPdQ.en.v,480,00:09:23:16,00:09:23:17,"00:09:23,670","00:09:23,680",guard swap confusion oh man he grabbed
_K5qApskPdQ.en.v,481,00:09:23:17,00:09:25:00,"00:09:23,680","00:09:25,030",guard swap confusion oh man he grabbed me
_K5qApskPdQ.en.v,482,00:09:25:00,00:09:25:01,"00:09:25,030","00:09:25,040",me
_K5qApskPdQ.en.v,483,00:09:25:01,00:09:27:18,"00:09:25,040","00:09:27,750",me dude<00:09:26.080><c> i</c><00:09:26.240><c> blame</c><00:09:26.560><c> the</c><00:09:26.640><c> fact</c><00:09:26.800><c> that</c><00:09:26.959><c> we</c><00:09:27.040><c> have</c><00:09:27.360><c> afk</c>
_K5qApskPdQ.en.v,484,00:09:27:18,00:09:27:19,"00:09:27,750","00:09:27,760",dude i blame the fact that we have afk
_K5qApskPdQ.en.v,485,00:09:27:19,00:09:32:13,"00:09:27,760","00:09:32,550",dude i blame the fact that we have afk they<00:09:27.920><c> shouldn't</c><00:09:28.160><c> even</c><00:09:28.320><c> allow</c><00:09:28.640><c> this</c>
_K5qApskPdQ.en.v,486,00:09:32:13,00:09:32:14,"00:09:32,550","00:09:32,560",
_K5qApskPdQ.en.v,487,00:09:32:14,00:09:33:24,"00:09:32,560","00:09:33,990",but<00:09:32.720><c> i</c><00:09:32.880><c> think</c><00:09:33.040><c> i'm</c><00:09:33.120><c> defending</c><00:09:33.519><c> the</c><00:09:33.680><c> zone</c>
_K5qApskPdQ.en.v,488,00:09:33:24,00:09:34:00,"00:09:33,990","00:09:34,000",but i think i'm defending the zone
_K5qApskPdQ.en.v,489,00:09:34:00,00:09:35:18,"00:09:34,000","00:09:35,750",but i think i'm defending the zone relatively<00:09:34.720><c> well</c>
_K5qApskPdQ.en.v,490,00:09:35:18,00:09:35:19,"00:09:35,750","00:09:35,760",relatively well
_K5qApskPdQ.en.v,491,00:09:35:19,00:09:38:19,"00:09:35,760","00:09:38,790",relatively well i<00:09:35.839><c> think</c><00:09:36.000><c> they're</c><00:09:36.160><c> coming</c><00:09:36.320><c> up</c><00:09:36.480><c> here</c><00:09:38.480><c> dude</c><00:09:38.640><c> that</c>
_K5qApskPdQ.en.v,492,00:09:38:19,00:09:38:20,"00:09:38,790","00:09:38,800",i think they're coming up here dude that
_K5qApskPdQ.en.v,493,00:09:38:20,00:09:45:20,"00:09:38,800","00:09:45,829",i think they're coming up here dude that didn't<00:09:39.040><c> even</c><00:09:39.279><c> do</c><00:09:39.519><c> anything</c>
_K5qApskPdQ.en.v,494,00:09:45:20,00:09:45:20,"00:09:45,829","00:09:45,839",
_K5qApskPdQ.en.v,495,00:09:45:20,00:09:49:16,"00:09:45,839","00:09:49,670",i'm<00:09:46.080><c> just</c><00:09:46.240><c> trying</c><00:09:46.640><c> so</c><00:09:46.800><c> hard</c><00:09:48.720><c> dude</c><00:09:48.959><c> i</c><00:09:49.120><c> got</c><00:09:49.360><c> one</c>
_K5qApskPdQ.en.v,496,00:09:49:16,00:09:49:17,"00:09:49,670","00:09:49,680",i'm just trying so hard dude i got one
_K5qApskPdQ.en.v,497,00:09:49:17,00:09:55:10,"00:09:49,680","00:09:55,430",i'm just trying so hard dude i got one oh<00:09:49.920><c> we</c><00:09:50.080><c> got</c><00:09:50.320><c> one</c><00:09:50.560><c> as</c><00:09:50.800><c> a</c><00:09:50.880><c> team</c>
_K5qApskPdQ.en.v,498,00:09:55:10,00:09:55:11,"00:09:55,430","00:09:55,440",
_K5qApskPdQ.en.v,499,00:09:55:11,00:09:58:23,"00:09:55,440","00:09:58,949",i<00:09:55.600><c> need</c><00:09:55.839><c> this</c>
_K5qApskPdQ.en.v,500,00:09:58:23,00:09:58:23,"00:09:58,949","00:09:58,959",
_K5qApskPdQ.en.v,501,00:09:58:23,00:10:00:15,"00:09:58,959","00:10:00,630",that<00:09:59.120><c> was</c><00:09:59.279><c> good</c><00:09:59.519><c> though</c><00:09:59.760><c> right</c><00:10:00.000><c> i</c><00:10:00.080><c> mean</c>
_K5qApskPdQ.en.v,502,00:10:00:15,00:10:00:16,"00:10:00,630","00:10:00,640",that was good though right i mean
_K5qApskPdQ.en.v,503,00:10:00:16,00:10:04:01,"00:10:00,640","00:10:04,069",that was good though right i mean seemingly<00:10:01.279><c> pretty</c><00:10:02.839><c> good</c>
_K5qApskPdQ.en.v,504,00:10:04:01,00:10:04:01,"00:10:04,069","00:10:04,079",seemingly pretty good
_K5qApskPdQ.en.v,505,00:10:04:01,00:10:09:20,"00:10:04,079","00:10:09,829",seemingly pretty good i<00:10:04.160><c> mean</c><00:10:04.320><c> come</c><00:10:04.480><c> on</c><00:10:04.560><c> i'm</c><00:10:04.959><c> support</c><00:10:05.360><c> roll</c>
_K5qApskPdQ.en.v,506,00:10:09:20,00:10:09:20,"00:10:09,829","00:10:09,839",
_K5qApskPdQ.en.v,507,00:10:09:20,00:10:11:12,"00:10:09,839","00:10:11,509",i<00:10:10.000><c> had</c><00:10:10.160><c> to</c><00:10:10.240><c> leave</c><00:10:10.560><c> i</c><00:10:10.640><c> had</c><00:10:10.800><c> to</c><00:10:10.880><c> leave</c><00:10:11.040><c> i'm</c><00:10:11.200><c> almost</c>
_K5qApskPdQ.en.v,508,00:10:11:12,00:10:11:12,"00:10:11,509","00:10:11,519",i had to leave i had to leave i'm almost
_K5qApskPdQ.en.v,509,00:10:11:12,00:10:12:23,"00:10:11,519","00:10:12,949",i had to leave i had to leave i'm almost dead<00:10:12.640><c> i</c>
_K5qApskPdQ.en.v,510,00:10:12:23,00:10:12:23,"00:10:12,949","00:10:12,959",dead i
_K5qApskPdQ.en.v,511,00:10:12:23,00:10:16:15,"00:10:12,959","00:10:16,630",dead i can't<00:10:13.200><c> i</c><00:10:13.360><c> can't</c><00:10:13.519><c> tolerate</c><00:10:14.000><c> it</c><00:10:14.079><c> man</c>
_K5qApskPdQ.en.v,512,00:10:16:15,00:10:16:16,"00:10:16,630","00:10:16,640",
_K5qApskPdQ.en.v,513,00:10:16:16,00:10:21:18,"00:10:16,640","00:10:21,750",we're<00:10:16.880><c> struggling</c><00:10:17.200><c> to</c><00:10:17.279><c> keep</c><00:10:17.519><c> up</c><00:10:17.600><c> i</c><00:10:17.760><c> know</c><00:10:18.079><c> but</c>
_K5qApskPdQ.en.v,514,00:10:21:18,00:10:21:19,"00:10:21,750","00:10:21,760",
_K5qApskPdQ.en.v,515,00:10:21:19,00:10:30:13,"00:10:21,760","00:10:30,550",dude<00:10:22.000><c> how</c><00:10:22.160><c> did</c><00:10:22.320><c> he</c><00:10:22.399><c> do</c><00:10:22.560><c> that</c>
_K5qApskPdQ.en.v,516,00:10:30:13,00:10:30:14,"00:10:30,550","00:10:30,560",
_K5qApskPdQ.en.v,517,00:10:30:14,00:10:32:21,"00:10:30,560","00:10:32,870",dang<00:10:30.880><c> dude</c><00:10:31.120><c> i</c><00:10:31.200><c> couldn't</c><00:10:31.519><c> do</c><00:10:31.680><c> it</c><00:10:32.399><c> he's</c><00:10:32.640><c> higher</c>
_K5qApskPdQ.en.v,518,00:10:32:21,00:10:32:22,"00:10:32,870","00:10:32,880",dang dude i couldn't do it he's higher
_K5qApskPdQ.en.v,519,00:10:32:22,00:10:33:24,"00:10:32,880","00:10:33,990",dang dude i couldn't do it he's higher level<00:10:33.120><c> than</c><00:10:33.200><c> me</c><00:10:33.360><c> for</c><00:10:33.519><c> sure</c>
_K5qApskPdQ.en.v,520,00:10:33:24,00:10:34:00,"00:10:33,990","00:10:34,000",level than me for sure
_K5qApskPdQ.en.v,521,00:10:34:00,00:10:35:08,"00:10:34,000","00:10:35,350",level than me for sure he's<00:10:34.240><c> going</c><00:10:34.320><c> to</c><00:10:34.399><c> score</c><00:10:34.720><c> now</c><00:10:34.880><c> and</c><00:10:34.959><c> destroy</c><00:10:35.279><c> the</c>
_K5qApskPdQ.en.v,522,00:10:35:08,00:10:35:09,"00:10:35,350","00:10:35,360",he's going to score now and destroy the
_K5qApskPdQ.en.v,523,00:10:35:09,00:10:36:19,"00:10:35,360","00:10:36,790",he's going to score now and destroy the goal<00:10:35.600><c> because</c><00:10:35.760><c> no</c><00:10:35.920><c> one's</c><00:10:36.160><c> here</c><00:10:36.320><c> at</c><00:10:36.399><c> the</c><00:10:36.480><c> bottom</c>
_K5qApskPdQ.en.v,524,00:10:36:19,00:10:36:20,"00:10:36,790","00:10:36,800",goal because no one's here at the bottom
_K5qApskPdQ.en.v,525,00:10:36:20,00:10:40:11,"00:10:36,800","00:10:40,470",goal because no one's here at the bottom but<00:10:36.959><c> also</c>
_K5qApskPdQ.en.v,526,00:10:40:11,00:10:40:12,"00:10:40,470","00:10:40,480",
_K5qApskPdQ.en.v,527,00:10:40:12,00:10:43:12,"00:10:40,480","00:10:43,509",also<00:10:40.720><c> even</c><00:10:40.959><c> afk</c><00:10:41.279><c> so</c><00:10:41.440><c> i</c><00:10:41.519><c> can't</c><00:10:41.680><c> blame</c><00:10:41.920><c> him</c><00:10:43.200><c> maybe</c>
_K5qApskPdQ.en.v,528,00:10:43:12,00:10:43:12,"00:10:43,509","00:10:43,519",also even afk so i can't blame him maybe
_K5qApskPdQ.en.v,529,00:10:43:12,00:10:44:21,"00:10:43,519","00:10:44,870",also even afk so i can't blame him maybe what<00:10:43.680><c> we</c><00:10:43.760><c> could</c><00:10:43.839><c> do</c><00:10:44.000><c> is</c><00:10:44.079><c> we</c><00:10:44.160><c> could</c><00:10:44.240><c> super</c><00:10:44.560><c> jump</c>
_K5qApskPdQ.en.v,530,00:10:44:21,00:10:44:22,"00:10:44,870","00:10:44,880",what we could do is we could super jump
_K5qApskPdQ.en.v,531,00:10:44:22,00:10:46:13,"00:10:44,880","00:10:46,550",what we could do is we could super jump this<00:10:45.040><c> way</c><00:10:45.279><c> maybe</c><00:10:45.519><c> i</c><00:10:45.600><c> could</c><00:10:45.839><c> maybe</c><00:10:46.160><c> start</c>
_K5qApskPdQ.en.v,532,00:10:46:13,00:10:46:14,"00:10:46,550","00:10:46,560",this way maybe i could maybe start
_K5qApskPdQ.en.v,533,00:10:46:14,00:10:47:20,"00:10:46,560","00:10:47,829",this way maybe i could maybe start going<00:10:46.880><c> sticking</c><00:10:47.120><c> with</c><00:10:47.200><c> the</c><00:10:47.279><c> whole</c><00:10:47.440><c> team</c><00:10:47.600><c> maybe</c>
_K5qApskPdQ.en.v,534,00:10:47:20,00:10:47:20,"00:10:47,829","00:10:47,839",going sticking with the whole team maybe
_K5qApskPdQ.en.v,535,00:10:47:20,00:11:00:23,"00:10:47,839","00:11:00,949",going sticking with the whole team maybe that's<00:10:47.920><c> what</c><00:10:48.000><c> we</c><00:10:48.160><c> need</c><00:10:48.240><c> to</c><00:10:48.320><c> do</c><00:10:58.839><c> here</c>
_K5qApskPdQ.en.v,536,00:11:00:23,00:11:00:23,"00:11:00,949","00:11:00,959",that's what we need to do here
_K5qApskPdQ.en.v,537,00:11:00:23,00:11:03:12,"00:11:00,959","00:11:03,509",that's what we need to do here there<00:11:01.200><c> you</c><00:11:01.279><c> go</c><00:11:01.600><c> right</c><00:11:02.160><c> no</c><00:11:02.720><c> no</c><00:11:03.120><c> i'm</c><00:11:03.279><c> getting</c>
_K5qApskPdQ.en.v,538,00:11:03:12,00:11:03:12,"00:11:03,509","00:11:03,519",there you go right no no i'm getting
_K5qApskPdQ.en.v,539,00:11:03:12,00:11:04:19,"00:11:03,519","00:11:04,790",there you go right no no i'm getting hurt<00:11:03.760><c> real</c><00:11:04.000><c> bad</c>
_K5qApskPdQ.en.v,540,00:11:04:19,00:11:04:20,"00:11:04,790","00:11:04,800",hurt real bad
_K5qApskPdQ.en.v,541,00:11:04:20,00:11:12:23,"00:11:04,800","00:11:12,949",hurt real bad oh<00:11:05.040><c> my</c><00:11:05.279><c> god</c><00:11:06.720><c> wow</c>
_K5qApskPdQ.en.v,542,00:11:12:23,00:11:12:23,"00:11:12,949","00:11:12,959",
_K5qApskPdQ.en.v,543,00:11:12:23,00:11:16:01,"00:11:12,959","00:11:16,069",oh<00:11:13.360><c> man</c>
_K5qApskPdQ.en.v,544,00:11:16:01,00:11:16:01,"00:11:16,069","00:11:16,079",
_K5qApskPdQ.en.v,545,00:11:16:01,00:11:20:07,"00:11:16,079","00:11:20,310",yeah<00:11:16.320><c> i</c><00:11:16.480><c> know</c><00:11:16.720><c> i</c><00:11:16.800><c> know</c><00:11:17.040><c> dude</c><00:11:17.440><c> they're</c><00:11:17.760><c> all</c><00:11:17.920><c> here</c>
